Date,Open,High,Low,Close,Adj Close,Volume
2021-10-21,176.500000,194.399994,175.300003,188.600006,177.857880,9920264
2021-10-22,189.000000,192.199997,184.800003,187.000000,176.348999,4023644
2021-10-25,186.000000,193.100006,185.199997,188.600006,177.857880,3603992
2021-10-26,191.000000,191.500000,188.399994,189.000000,178.235077,2485270
2021-10-27,189.500000,194.600006,187.300003,188.199997,177.480637,3882141
2021-10-28,189.000000,190.399994,185.500000,185.600006,175.028732,1300761
2021-11-01,185.899994,193.100006,185.100006,192.500000,181.535721,3286045
2021-11-02,192.699997,195.699997,190.600006,193.100006,182.101563,3934682
2021-11-03,193.600006,202.699997,189.100006,202.000000,190.494644,6936199
2021-11-04,203.399994,205.600006,201.199997,201.399994,189.928802,2171443
2021-11-05,202.000000,203.600006,198.800003,199.399994,188.042725,1536564
2021-11-08,198.899994,200.899994,195.300003,199.300003,187.948425,1920213
2021-11-09,200.800003,207.500000,199.800003,204.300003,192.663635,2765340
2021-11-10,205.000000,205.699997,200.699997,203.500000,191.909195,1988022
2021-11-11,203.500000,212.000000,203.199997,209.500000,197.567459,2697925
2021-11-12,210.800003,214.199997,209.100006,214.100006,201.905457,1796088
2021-11-15,218.399994,225.500000,217.699997,220.300003,207.752319,2643795
2021-11-16,220.699997,223.699997,212.300003,212.300003,200.207977,2006290
2021-11-17,212.600006,222.899994,212.500000,222.600006,209.921326,2394017
2021-11-18,223.500000,226.500000,217.600006,225.500000,212.656143,2940759
2021-11-19,225.000000,226.100006,219.100006,223.000000,213.825943,1839255
2021-11-22,224.600006,233.100006,223.300003,232.399994,222.839233,2584163
2021-11-23,232.399994,248.899994,229.100006,237.500000,227.729431,4506931
2021-11-24,242.000000,245.600006,227.399994,234.000000,224.373413,3316287
2021-11-25,234.199997,245.000000,231.699997,243.399994,233.386703,3038513
2021-11-26,242.899994,244.500000,236.399994,239.000000,229.167725,2443023
2021-11-29,240.100006,247.600006,237.399994,246.500000,236.359177,1728211
2021-11-30,247.000000,248.500000,242.699997,246.000000,235.879745,1658575
2021-12-01,247.600006,256.600006,243.899994,246.000000,235.879745,2410248
2021-12-02,250.899994,257.399994,249.000000,253.500000,243.071198,2251409
2021-12-03,255.600006,261.000000,254.800003,260.000000,249.303802,1949387
2021-12-06,260.500000,262.100006,253.199997,254.100006,243.646530,1623400
2021-12-07,255.800003,259.700012,254.000000,258.100006,247.481964,1771522
2021-12-08,259.500000,260.799988,254.800003,257.600006,247.002533,1537746
2021-12-09,258.000000,268.000000,257.000000,262.700012,251.892731,2075917
2021-12-10,262.799988,262.799988,253.699997,258.500000,247.865509,1358339
2021-12-13,262.000000,267.600006,261.100006,267.100006,256.111725,1627990
2021-12-14,269.600006,282.299988,269.600006,282.299988,270.686371,1805686
2021-12-15,286.000000,289.299988,278.000000,281.600006,270.015198,1938347
2021-12-16,285.899994,299.500000,281.299988,299.500000,287.178802,2119698
2021-12-17,305.200012,315.399994,269.600006,269.600006,258.508881,3298302
2021-12-20,260.000000,282.899994,247.600006,279.500000,268.001587,2331417
2021-12-21,279.500000,285.100006,251.600006,251.600006,241.249374,1611826
2021-12-22,240.000000,251.399994,226.500000,226.500000,217.181961,2725951
2021-12-23,228.699997,235.000000,205.100006,222.000000,212.867081,2332169
2021-12-24,223.399994,243.100006,218.600006,243.100006,233.099060,1687629
2021-12-27,243.100006,254.300003,238.800003,244.100006,234.057922,1739944
2021-12-28,246.500000,248.800003,234.199997,238.100006,228.304749,972875
2021-12-29,241.899994,245.000000,236.399994,242.899994,232.907272,1053948
2021-12-30,244.500000,246.800003,237.600006,239.399994,229.551254,1055202
2021-12-31,240.000000,243.100006,236.600006,238.100006,228.304749,753786
2022-01-03,240.000000,253.899994,239.500000,251.800003,241.441147,1663434
2022-01-04,252.899994,259.600006,249.699997,254.600006,244.125961,1627246
2022-01-05,255.000000,261.600006,253.000000,260.899994,250.166763,1146294
2022-01-06,257.600006,264.100006,255.500000,258.799988,248.153152,1576941
2022-01-07,260.500000,263.399994,252.199997,256.899994,246.331329,1144794
2022-01-10,258.200012,261.399994,252.699997,252.699997,242.304108,878954
2022-01-11,255.500000,256.500000,245.899994,254.500000,244.030060,1351547
2022-01-12,257.100006,259.100006,252.300003,253.899994,243.454742,920045
2022-01-13,255.000000,276.600006,255.000000,275.600006,264.262024,2934930
2022-01-14,275.600006,278.700012,265.600006,272.600006,261.385437,2085650
2022-01-17,274.000000,276.000000,266.100006,266.299988,255.344604,1383627
2022-01-18,265.299988,268.200012,252.699997,252.699997,242.304108,1239819
2022-01-19,251.300003,271.299988,249.800003,270.399994,259.275940,2683542
2022-01-20,270.700012,273.399994,258.899994,263.100006,252.276276,1988730
2022-01-21,262.100006,264.100006,255.300003,257.600006,247.002533,1527748
2022-01-24,255.899994,255.899994,238.699997,239.300003,229.455383,1786421
2022-01-25,242.399994,250.000000,233.500000,247.899994,237.701569,1978311
2022-01-26,248.500000,251.800003,243.000000,243.000000,233.003159,1331563
2022-01-27,238.100006,250.199997,235.000000,250.199997,239.906952,1370172
2022-01-28,251.100006,253.800003,246.500000,248.600006,238.372787,1198211
2022-01-31,251.399994,253.300003,248.000000,248.000000,237.797470,777476
2022-02-01,249.699997,256.700012,249.100006,252.399994,242.016449,1162524
2022-02-02,254.000000,254.600006,244.600006,244.699997,234.633224,1104939
2022-02-03,245.000000,247.699997,237.899994,239.899994,230.030685,815375
2022-02-04,241.199997,242.699997,234.500000,235.800003,226.099365,841136
2022-02-07,235.800003,242.899994,228.000000,242.899994,232.907272,1586923
2022-02-08,242.899994,247.000000,240.199997,244.600006,234.537354,1764834
2022-02-09,246.899994,252.500000,245.300003,249.000000,238.756332,1592690
2022-02-10,250.899994,252.100006,242.300003,244.899994,234.824997,1230662
2022-02-11,242.899994,251.399994,241.500000,250.899994,240.578156,1452602
2022-02-14,246.399994,249.399994,239.000000,242.199997,232.236069,1485891
2022-02-15,243.000000,259.299988,243.000000,253.699997,243.262970,2436656
2022-02-16,261.000000,266.500000,257.799988,264.700012,253.810455,3109629
2022-02-17,267.000000,272.200012,261.899994,261.899994,251.125626,2611237
2022-02-18,264.899994,267.200012,258.500000,264.899994,254.002213,1300431
2022-02-21,266.000000,273.100006,264.299988,270.000000,258.892395,2967114
2022-02-22,262.600006,269.000000,259.700012,267.399994,256.399353,2168852
2022-02-23,269.799988,271.500000,263.000000,264.700012,253.810455,1501217
2022-02-24,243.000000,250.000000,238.300003,238.300003,228.496521,1892301
2022-02-25,245.500000,261.600006,244.100006,260.000000,249.303802,1890251
2022-02-28,258.000000,276.000000,254.899994,269.600006,258.508881,2868691
2022-03-01,272.000000,275.000000,262.200012,263.899994,253.043350,1645111
2022-03-02,264.000000,266.700012,255.300003,257.000000,246.427216,1353068
2022-03-03,260.000000,263.500000,256.500000,260.299988,249.591446,1415498
2022-03-04,259.299988,259.299988,249.899994,249.899994,239.619293,1136310
2022-03-07,249.899994,250.500000,240.300003,246.100006,235.975632,1490791
2022-03-08,243.000000,245.899994,240.800003,240.800003,230.893677,1428902
2022-03-09,243.399994,248.199997,242.399994,242.699997,232.715500,1755123
2022-03-10,244.899994,248.000000,235.100006,237.500000,227.729431,2710909
2022-03-11,238.199997,245.699997,238.100006,243.899994,233.866135,2304845
2022-03-14,249.199997,268.200012,248.199997,268.200012,257.166473,4704237
2022-03-15,272.399994,283.000000,264.700012,273.200012,261.960785,8144447
2022-03-16,277.000000,286.500000,275.700012,286.500000,274.713593,4765264
2022-03-17,289.000000,311.000000,286.000000,303.200012,290.726593,6078192
2022-03-18,303.200012,307.600006,294.600006,294.600006,282.480377,3281911
2022-03-21,297.000000,301.000000,291.299988,299.500000,287.178802,2337284
2022-03-22,300.500000,311.899994,297.500000,311.899994,299.068665,3499989
2022-03-23,315.700012,322.799988,306.799988,316.000000,303.000000,3884127
2022-03-24,306.000000,307.899994,297.200012,298.000000,298.000000,2751829
2022-03-25,298.500000,304.000000,293.000000,293.000000,293.000000,1992685
2022-03-28,293.700012,298.299988,289.200012,291.000000,291.000000,2217122
2022-03-29,293.000000,299.899994,292.600006,297.100006,297.100006,2224183
2022-03-30,299.500000,303.200012,296.600006,301.700012,301.700012,1948619
2022-03-31,303.000000,304.399994,298.100006,298.700012,298.700012,1121223
2022-04-01,299.899994,302.299988,297.399994,301.200012,301.200012,1237709
2022-04-04,303.500000,310.000000,303.100006,310.000000,310.000000,2483067
2022-04-05,313.500000,322.899994,309.700012,313.899994,313.899994,2880018
2022-04-06,315.000000,321.799988,312.299988,315.299988,315.299988,3264332
2022-04-07,317.899994,318.899994,311.700012,311.899994,311.899994,3016997
2022-04-08,313.799988,314.200012,305.600006,308.100006,308.100006,2208525
2022-04-11,308.899994,308.899994,303.700012,306.000000,306.000000,2446215
2022-04-12,305.899994,310.399994,302.700012,305.500000,305.500000,2751005
2022-04-13,306.100006,309.600006,301.100006,302.000000,302.000000,2843891
2022-04-14,304.000000,306.100006,301.899994,302.299988,302.299988,1281831
2022-04-15,302.899994,308.399994,302.899994,306.000000,306.000000,1641271
2022-04-18,308.399994,314.500000,307.899994,312.100006,312.100006,3361044
2022-04-19,313.100006,313.600006,307.399994,309.700012,309.700012,1889572
2022-04-20,309.899994,313.899994,305.799988,311.000000,311.000000,1972691
2022-04-21,312.200012,316.700012,311.600006,312.500000,312.500000,1798942
2022-04-22,311.200012,313.100006,299.500000,301.399994,301.399994,1520414
2022-04-25,300.000000,307.100006,293.600006,304.899994,304.899994,1688886
2022-04-26,306.500000,309.600006,295.399994,299.700012,299.700012,2123211
2022-04-27,301.700012,304.500000,298.100006,304.500000,304.500000,1494680
2022-04-28,304.500000,308.799988,296.100006,297.000000,297.000000,2028980
2022-04-29,299.000000,301.500000,294.600006,298.899994,298.899994,1470392
2022-05-05,301.799988,304.100006,298.100006,299.299988,299.299988,1672688
2022-05-06,299.200012,301.100006,292.100006,295.000000,295.000000,1638324
2022-05-09,295.100006,298.200012,291.500000,295.899994,295.899994,1515332
2022-05-10,297.500000,298.500000,295.600006,297.500000,297.500000,261902
2022-05-11,303.000000,303.700012,292.500000,293.600006,293.600006,1811927
2022-05-12,291.000000,291.000000,279.100006,284.799988,284.799988,1765773
2022-05-13,287.500000,288.500000,281.399994,282.000000,282.000000,1349652
2022-05-16,282.000000,284.899994,276.799988,279.799988,279.799988,2199494
2022-05-17,280.399994,282.299988,278.000000,279.000000,279.000000,1585807
2022-05-18,279.000000,283.000000,277.500000,278.700012,278.700012,1346905
2022-05-20,278.700012,278.700012,273.500000,273.500000,273.500000,957955
2022-05-23,275.000000,283.899994,273.299988,283.899994,283.899994,1668325
2022-05-24,284.799988,288.600006,280.299988,281.200012,281.200012,1868653
2022-05-25,282.100006,285.000000,280.399994,283.299988,283.299988,1303315
2022-05-26,283.700012,286.200012,282.899994,283.000000,283.000000,1306274
2022-05-27,283.600006,290.399994,281.000000,285.100006,285.100006,2179352
2022-05-30,286.799988,305.000000,285.600006,301.000000,301.000000,4601874
2022-05-31,302.399994,314.000000,301.399994,309.600006,309.600006,4101827
2022-06-01,310.000000,313.100006,305.600006,306.000000,306.000000,2354962
2022-06-02,307.200012,315.500000,305.700012,312.899994,312.899994,2687738
2022-06-03,313.899994,316.500000,310.500000,311.200012,311.200012,1958938
2022-06-06,312.500000,318.600006,311.600006,316.500000,316.500000,2313836
2022-06-07,317.000000,317.299988,307.200012,310.200012,310.200012,2439930
2022-06-08,312.000000,318.799988,296.399994,296.399994,296.399994,2945201
2022-06-09,297.500000,304.600006,292.500000,297.200012,297.200012,2084642
2022-06-10,294.000000,304.299988,292.200012,297.500000,297.500000,1737519
2022-06-13,297.500000,298.299988,287.000000,287.000000,287.000000,1608472
2022-06-14,289.899994,292.000000,285.000000,288.600006,288.600006,1246124
2022-06-15,289.500000,294.399994,288.299988,294.000000,294.000000,1022404
2022-06-16,295.000000,296.700012,284.299988,285.700012,285.700012,1358624
2022-06-17,287.000000,291.600006,284.899994,291.600006,291.600006,1127659
2022-06-20,294.299988,296.299988,289.799988,293.100006,293.100006,1091815
2022-06-21,295.200012,303.399994,294.299988,302.700012,302.700012,1381634
2022-06-22,302.000000,318.399994,299.799988,309.600006,309.600006,3959472
2022-06-23,310.000000,312.700012,302.000000,302.000000,302.000000,1649810
2022-06-24,303.399994,306.000000,297.700012,299.000000,299.000000,1238020
2022-06-27,293.000000,301.799988,289.200012,299.899994,299.899994,1342151
2022-06-28,300.000000,303.000000,286.200012,288.000000,288.000000,2288881
2022-06-29,287.899994,287.899994,271.100006,271.100006,271.100006,2117780
2022-06-30,271.500000,272.799988,263.299988,267.000000,267.000000,2323141
2022-07-01,272.500000,276.799988,268.600006,271.500000,271.500000,1701457
2022-07-04,274.500000,277.899994,265.600006,265.600006,265.600006,1557793
2022-07-05,267.600006,268.500000,255.300003,256.200012,256.200012,1967006
2022-07-06,258.000000,264.399994,256.299988,264.299988,264.299988,1591742
2022-07-07,264.500000,271.000000,262.399994,270.100006,270.100006,1554917
2022-07-08,269.899994,275.299988,268.600006,274.000000,274.000000,553076
2022-07-13,273.899994,276.000000,260.299988,262.500000,262.500000,2176172
2022-07-14,261.700012,263.200012,255.800003,258.000000,258.000000,1407413
2022-07-18,260.799988,263.000000,259.600006,261.299988,261.299988,1589070
2022-07-19,261.299988,263.899994,259.500000,261.399994,261.399994,1877198
2022-07-20,262.200012,263.000000,259.399994,261.700012,261.700012,2130583
2022-07-21,262.500000,271.000000,262.299988,265.799988,265.799988,2789384
2022-07-22,267.399994,271.299988,265.000000,266.000000,266.000000,1617926
2022-07-25,267.200012,279.399994,265.700012,275.500000,275.500000,2396625
2022-07-26,278.700012,286.700012,275.100006,286.000000,286.000000,2870541
2022-07-27,286.700012,291.500000,280.799988,281.299988,281.299988,2457623
2022-07-28,284.700012,288.700012,283.200012,285.000000,285.000000,2108649
2022-07-29,288.100006,305.000000,287.399994,302.799988,302.799988,4770733
2022-08-01,304.500000,307.799988,301.700012,303.100006,303.100006,2380591
2022-08-02,303.399994,313.500000,301.899994,309.600006,309.600006,3248007
2022-08-03,310.600006,312.200012,305.000000,307.899994,307.899994,1980753
2022-08-04,310.799988,315.899994,310.200012,312.100006,312.100006,2477261
2022-08-05,312.899994,316.200012,308.000000,314.299988,314.299988,2176467
2022-08-08,315.000000,325.000000,313.299988,324.000000,324.000000,2673624
2022-08-09,325.100006,328.299988,318.500000,320.799988,320.799988,2108651
2022-08-10,324.000000,330.700012,319.700012,329.299988,329.299988,2522498
2022-08-11,332.200012,335.700012,325.799988,329.700012,329.700012,1725306
2022-08-12,329.700012,339.899994,324.700012,338.200012,338.200012,2603869
2022-08-15,341.000000,343.600006,330.100006,331.000000,331.000000,1663097
2022-08-16,332.200012,338.799988,321.000000,338.500000,338.500000,2498688
2022-08-17,341.000000,342.000000,333.100006,337.700012,337.700012,1691827
2022-08-18,337.899994,347.000000,329.700012,343.799988,343.799988,3327884
2022-08-19,343.799988,345.000000,334.700012,334.799988,334.799988,2002173
2022-08-22,334.700012,336.700012,326.399994,332.299988,332.299988,2004428
2022-08-23,332.299988,344.000000,331.700012,338.899994,338.899994,2507914
2022-08-24,341.000000,341.000000,330.500000,330.500000,330.500000,1783061
2022-08-25,332.399994,338.000000,330.700012,335.100006,335.100006,2149218
2022-08-26,335.799988,341.700012,333.200012,338.899994,338.899994,2306812
2022-08-29,338.799988,343.399994,334.200012,338.700012,338.700012,1744707
2022-08-31,339.000000,344.799988,331.899994,331.899994,331.899994,2094587
2022-09-01,332.000000,335.700012,325.000000,327.799988,327.799988,1896788
2022-09-02,328.000000,336.899994,328.000000,334.500000,334.500000,2149280
2022-09-05,335.700012,340.500000,333.799988,336.000000,336.000000,2976021
2022-09-06,338.000000,345.899994,333.000000,336.600006,336.600006,4034505
2022-09-07,337.000000,339.600006,331.600006,338.000000,338.000000,2352612
2022-09-08,340.000000,363.399994,340.000000,351.000000,351.000000,5130934
